Date,Station Id,Station Name,Elevation (ft),Precipitation Accumulation (in) Start of Month Values,Snow Water Equivalent (in) Start of Month Values,Snow Depth (in) Start of Month Values,Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF)
Jun-86,329,Beaver Dams,7990,29.6,0,,,,
Jul-86,329,Beaver Dams,7990,29.7,0,,,,
Aug-86,329,Beaver Dams,7990,30.4,0,,,,
Sep-86,329,Beaver Dams,7990,31.9,0,,,,
Oct-86,329,Beaver Dams,7990,0,0.8,,,,
Nov-86,329,Beaver Dams,7990,1.9,0.5,,,,
Dec-86,329,Beaver Dams,7990,3.7,0.6,,,,
Jan-87,329,Beaver Dams,7990,4.3,0.7,,,,
Feb-87,329,Beaver Dams,7990,5.6,2.4,,,,
Mar-87,329,Beaver Dams,7990,8.5,6.5,,,,
Apr-87,329,Beaver Dams,7990,13.2,12.1,,,,
May-87,329,Beaver Dams,7990,15.6,0,,,,
Jun-87,329,Beaver Dams,7990,17.3,0,,,,
Jul-87,329,Beaver Dams,7990,18.2,0,,,,
Aug-87,329,Beaver Dams,7990,20.5,0,,,,
Sep-87,329,Beaver Dams,7990,23.5,0,,,,
Oct-87,329,Beaver Dams,7990,0,0,,,,
Nov-87,329,Beaver Dams,7990,2.5,0,,,,
Dec-87,329,Beaver Dams,7990,5.4,0.8,,,,
Jan-88,329,Beaver Dams,7990,10,4.2,,,,
Feb-88,329,Beaver Dams,7990,13,8.2,,,,
Mar-88,329,Beaver Dams,7990,13.5,8,,,,
Apr-88,329,Beaver Dams,7990,18.1,11.3,,,,
May-88,329,Beaver Dams,7990,20.9,0,,,,
Jun-88,329,Beaver Dams,7990,22.9,0,,,,
Jul-88,329,Beaver Dams,7990,24.5,0,,,,
Aug-88,329,Beaver Dams,7990,26.8,0,,,,
Sep-88,329,Beaver Dams,7990,27.3,0,,,,
Oct-88,329,Beaver Dams,7990,0,0,,,,
Nov-88,329,Beaver Dams,7990,0.6,0,,,,
Dec-88,329,Beaver Dams,7990,4.3,1.1,,,,
Jan-89,329,Beaver Dams,7990,8.2,4.3,,,,
Feb-89,329,Beaver Dams,7990,10.3,6.2,,,,
Mar-89,329,Beaver Dams,7990,12.2,7.9,,,,
Apr-89,329,Beaver Dams,7990,15.5,4.2,,,,
May-89,329,Beaver Dams,7990,16.1,0,,,,
Jun-89,329,Beaver Dams,7990,16.9,0,,,,
Jul-89,329,Beaver Dams,7990,17.3,0,,,,
Aug-89,329,Beaver Dams,7990,18.1,0,,,,
Sep-89,329,Beaver Dams,7990,19.2,0,,,,
Oct-89,329,Beaver Dams,7990,0,0,,,,
Nov-89,329,Beaver Dams,7990,1.8,0,,,,
Dec-89,329,Beaver Dams,7990,3.4,1.6,,,,
Jan-90,329,Beaver Dams,7990,4.4,2.3,,,,
Feb-90,329,Beaver Dams,7990,5.9,3.3,,,,
Mar-90,329,Beaver Dams,7990,8.9,6.7,,,,
Apr-90,329,Beaver Dams,7990,13.3,7.2,,,,
May-90,329,Beaver Dams,7990,16.3,0,,,,
Jun-90,329,Beaver Dams,7990,17.1,0,,,,
Jul-90,329,Beaver Dams,7990,19.1,0,,,,
Aug-90,329,Beaver Dams,7990,19.5,0,,,,
Sep-90,329,Beaver Dams,7990,20.4,0,,,,
Oct-90,329,Beaver Dams,7990,0,0,,,,
Nov-90,329,Beaver Dams,7990,1.8,0,,,,
Dec-90,329,Beaver Dams,7990,3.8,0.7,,,,
Jan-91,329,Beaver Dams,7990,6.3,3.2,,,,
Feb-91,329,Beaver Dams,7990,8.1,4.8,,,,
Mar-91,329,Beaver Dams,7990,9.7,6.6,,,,
Apr-91,329,Beaver Dams,7990,13.1,10.2,,,,
May-91,329,Beaver Dams,7990,17.2,6.9,,,,
Jun-91,329,Beaver Dams,7990,19.6,0.3,,,,
Jul-91,329,Beaver Dams,7990,19.8,0,,,,
Aug-91,329,Beaver Dams,7990,20.5,0,,,,
Sep-91,329,Beaver Dams,7990,23.1,0,,,,
Oct-91,329,Beaver Dams,7990,0,0,,,,
Nov-91,329,Beaver Dams,7990,2.4,1.3,,,,
Dec-91,329,Beaver Dams,7990,5.3,1.8,,,,
Jan-92,329,Beaver Dams,7990,6.3,2.4,,,,
Feb-92,329,Beaver Dams,7990,8.1,3.7,,,,
Mar-92,329,Beaver Dams,7990,10.6,5.8,,,,
Apr-92,329,Beaver Dams,7990,13.3,5.5,,,,
May-92,329,Beaver Dams,7990,14.2,0,,,,
Jun-92,329,Beaver Dams,7990,16.9,0,,,,
Jul-92,329,Beaver Dams,7990,17.8,0,,,,
Aug-92,329,Beaver Dams,7990,18.2,0,,,,
Sep-92,329,Beaver Dams,7990,19.8,0,,,,
Oct-92,329,Beaver Dams,7990,0,0,,,,
Nov-92,329,Beaver Dams,7990,1.9,0.3,,,,
Dec-92,329,Beaver Dams,7990,5,2.8,,,,
Jan-93,329,Beaver Dams,7990,7.5,4.5,,,,
Feb-93,329,Beaver Dams,7990,11,8.6,,,,
Mar-93,329,Beaver Dams,7990,14.7,11.7,,,,
Apr-93,329,Beaver Dams,7990,18.7,12.8,,,,
May-93,329,Beaver Dams,7990,20.4,1,,,,
Jun-93,329,Beaver Dams,7990,23.5,0,,,,
Jul-93,329,Beaver Dams,7990,25,0,,,,
Aug-93,329,Beaver Dams,7990,25.5,0,,,,
Sep-93,329,Beaver Dams,7990,27,0,,,,
Oct-93,329,Beaver Dams,7990,0,0,,,,
Nov-93,329,Beaver Dams,7990,2.7,0,,,,
Dec-93,329,Beaver Dams,7990,5,2.1,,,,
Jan-94,329,Beaver Dams,7990,6.8,4.1,,,,
Feb-94,329,Beaver Dams,7990,8.5,6.2,,,,
Mar-94,329,Beaver Dams,7990,11.3,8.4,,,,
Apr-94,329,Beaver Dams,7990,12.9,4,,,,
May-94,329,Beaver Dams,7990,16.8,0,,,,
Jun-94,329,Beaver Dams,7990,18.9,0,,,,
Jul-94,329,Beaver Dams,7990,19,0,,,,
Aug-94,329,Beaver Dams,7990,19.2,0,,,,
Sep-94,329,Beaver Dams,7990,20.7,0,,,,
Oct-94,329,Beaver Dams,7990,0,0,,,,
Nov-94,329,Beaver Dams,7990,4.5,0,,,,
Dec-94,329,Beaver Dams,7990,7.9,2.4,,,,
Jan-95,329,Beaver Dams,7990,9.2,3.5,,,,
Feb-95,329,Beaver Dams,7990,12.2,5.5,,,,
Mar-95,329,Beaver Dams,7990,13.7,5.3,,,,
Apr-95,329,Beaver Dams,7990,17.8,4.5,,,,
May-95,329,Beaver Dams,7990,23.2,0,,,,
Jun-95,329,Beaver Dams,7990,28.4,0,,,,
Jul-95,329,Beaver Dams,7990,31.1,0,,,,
Aug-95,329,Beaver Dams,7990,32.2,0,,,,
Sep-95,329,Beaver Dams,7990,33.7,0,,,,
Oct-95,329,Beaver Dams,7990,0,0,,,,
Nov-95,329,Beaver Dams,7990,1,0,,,,
Dec-95,329,Beaver Dams,7990,1.9,0,,,,
Jan-96,329,Beaver Dams,7990,4.7,3.6,,,,
Feb-96,329,Beaver Dams,7990,9.9,7.8,,,,
Mar-96,329,Beaver Dams,7990,12.5,10.6,,,,
Apr-96,329,Beaver Dams,7990,15.5,9.9,,,,
May-96,329,Beaver Dams,7990,17.4,0,,,,
Jun-96,329,Beaver Dams,7990,19.7,0,,,,
Jul-96,329,Beaver Dams,7990,20.5,0,,,,
Aug-96,329,Beaver Dams,7990,20.7,0,,,,
Sep-96,329,Beaver Dams,7990,21.2,0,,,,
Oct-96,329,Beaver Dams,7990,0,0,,,,
Nov-96,329,Beaver Dams,7990,3.2,1.6,,,,
Dec-96,329,Beaver Dams,7990,6.5,1.9,,,,
Jan-97,329,Beaver Dams,7990,9.6,4.8,,,,
Feb-97,329,Beaver Dams,7990,14.3,9.5,,,,
Mar-97,329,Beaver Dams,7990,17.2,12.3,,,,
Apr-97,329,Beaver Dams,7990,17.9,6.7,,,,
May-97,329,Beaver Dams,7990,23,0,,,,
Jun-97,329,Beaver Dams,7990,25.3,0,,,,
Jul-97,329,Beaver Dams,7990,26.3,0,,,,
Aug-97,329,Beaver Dams,7990,27.7,0,,,,
Sep-97,329,Beaver Dams,7990,30.3,0,,,,
Oct-97,329,Beaver Dams,7990,0,0,,,,
Nov-97,329,Beaver Dams,7990,2.6,0,,,,
Dec-97,329,Beaver Dams,7990,4.7,1.7,,,,
Jan-98,329,Beaver Dams,7990,6.7,2.4,,,,
Feb-98,329,Beaver Dams,7990,9.9,5.2,,,,
Mar-98,329,Beaver Dams,7990,14.6,9.2,,,,
Apr-98,329,Beaver Dams,7990,17.4,9.1,,,,
May-98,329,Beaver Dams,7990,21,3.8,,,,
Jun-98,329,Beaver Dams,7990,21.8,0,,,,
Jul-98,329,Beaver Dams,7990,24.9,0,,,,
Aug-98,329,Beaver Dams,7990,28.1,0,,,,
Sep-98,329,Beaver Dams,7990,30,0,,,,
Oct-98,329,Beaver Dams,7990,0,0,,,,
Nov-98,329,Beaver Dams,7990,3.2,0,,,,
Dec-98,329,Beaver Dams,7990,5.3,1.2,,,,
Jan-99,329,Beaver Dams,7990,6.8,2,,,,
Feb-99,329,Beaver Dams,7990,9,4.1,,,,
Mar-99,329,Beaver Dams,7990,10.8,5.8,,,,
Apr-99,329,Beaver Dams,7990,12.4,1.5,,,,
May-99,329,Beaver Dams,7990,17.8,0,,,,
Jun-99,329,Beaver Dams,7990,21.1,0,,,,
Jul-99,329,Beaver Dams,7990,22.1,0,,,,
Aug-99,329,Beaver Dams,7990,25.3,0,,,,
Sep-99,329,Beaver Dams,7990,27.7,0,,,,
Oct-99,329,Beaver Dams,7990,0,0,,,,
Nov-99,329,Beaver Dams,7990,0.8,0,,,,
Dec-99,329,Beaver Dams,7990,1.8,0.1,,,,
Jan-00,329,Beaver Dams,7990,3.9,1.5,,,,
Feb-00,329,Beaver Dams,7990,7.1,3.7,,,,
Mar-00,329,Beaver Dams,7990,11.4,8.2,,,,
Apr-00,329,Beaver Dams,7990,13.6,7.5,,,,
May-00,329,Beaver Dams,7990,14.5,0,,,,
Jun-00,329,Beaver Dams,7990,15.9,0,,,,
Jul-00,329,Beaver Dams,7990,17.5,0,,,,
Aug-00,329,Beaver Dams,7990,17.7,0,,,,
Sep-00,329,Beaver Dams,7990,19.2,0,,,,
Oct-00,329,Beaver Dams,7990,0,0,,,,
Nov-00,329,Beaver Dams,7990,2.2,0.6,,,,
Dec-00,329,Beaver Dams,7990,3.6,1.3,,,,
Jan-01,329,Beaver Dams,7990,5.1,2.2,,,,
Feb-01,329,Beaver Dams,7990,7,4,,,,
Mar-01,329,Beaver Dams,7990,9.5,6.4,,,,
Apr-01,329,Beaver Dams,7990,12.4,3,,,,
May-01,329,Beaver Dams,7990,15,0,,,,
Jun-01,329,Beaver Dams,7990,17.2,0,,,,
Jul-01,329,Beaver Dams,7990,18.1,0,,,,
Aug-01,329,Beaver Dams,7990,21.2,0,,,,
Sep-01,329,Beaver Dams,7990,23.8,0,,,,
Oct-01,329,Beaver Dams,7990,0,0,,,,
Nov-01,329,Beaver Dams,7990,1,0,,,,
Dec-01,329,Beaver Dams,7990,5.6,3.2,,,,
Jan-02,329,Beaver Dams,7990,8.1,4.6,,,,
Feb-02,329,Beaver Dams,7990,9.2,4.8,,,,
Mar-02,329,Beaver Dams,7990,10.9,6.5,,,,
Apr-02,329,Beaver Dams,7990,13.4,6,,,,
May-02,329,Beaver Dams,7990,14.6,0,,,,
Jun-02,329,Beaver Dams,7990,14.9,0,,,,
Jul-02,329,Beaver Dams,7990,15.3,0,,,,
Aug-02,329,Beaver Dams,7990,15.8,0,,,,
Sep-02,329,Beaver Dams,7990,16.3,0,,,,
Oct-02,329,Beaver Dams,7990,0,0,,,,
Nov-02,329,Beaver Dams,7990,2.6,0,,,,
Dec-02,329,Beaver Dams,7990,5.7,2.5,,,,
Jan-03,329,Beaver Dams,7990,8.4,5,,,,
Feb-03,329,Beaver Dams,7990,9.3,4.1,,,,
Mar-03,329,Beaver Dams,7990,12.1,6.6,,,,
Apr-03,329,Beaver Dams,7990,15.7,7.5,,,,
May-03,329,Beaver Dams,7990,18.4,0,,,,
Jun-03,329,Beaver Dams,7990,21.1,0,,,,
Jul-03,329,Beaver Dams,7990,21.3,0,,,,
Aug-03,329,Beaver Dams,7990,23.2,0,,,,
Sep-03,329,Beaver Dams,7990,24.6,0,,,,
Oct-03,329,Beaver Dams,7990,0,0,,,,
Nov-03,329,Beaver Dams,7990,1.1,0,,,,
Dec-03,329,Beaver Dams,7990,4.3,1.1,,,,
Jan-04,329,Beaver Dams,7990,8.2,4.3,,,,
Feb-04,329,Beaver Dams,7990,9.9,5.5,,,,
Mar-04,329,Beaver Dams,7990,13.4,9.3,,,,
Apr-04,329,Beaver Dams,7990,14,0.3,,,,
May-04,329,Beaver Dams,7990,19.1,0,,,,
Jun-04,329,Beaver Dams,7990,20.6,0,,,,
Jul-04,329,Beaver Dams,7990,22,0,,,,
Aug-04,329,Beaver Dams,7990,23.1,0,,,,
Sep-04,329,Beaver Dams,7990,24.6,0,0,52,78,24
Oct-04,329,Beaver Dams,7990,0,0,0,41,66,20
Nov-04,329,Beaver Dams,7990,4.4,0,0,31,60,-5
Dec-04,329,Beaver Dams,7990,7.8,1.7,17,27,59,-4
Jan-05,329,Beaver Dams,7990,10,3.4,18,30,64,0
Feb-05,329,Beaver Dams,7990,13,5.7,24,29,50,4
Mar-05,329,Beaver Dams,7990,14.6,6.7,26,32,60,9
Apr-05,329,Beaver Dams,7990,18,7.9,27,39,62,16
May-05,329,Beaver Dams,7990,20.4,0,0,48,75,29
Jun-05,329,Beaver Dams,7990,24.2,0,0,52,77,32
Jul-05,329,Beaver Dams,7990,26.7,0,0,64,86,44
Aug-05,329,Beaver Dams,7990,28.3,0,0,59,80,34
Sep-05,329,Beaver Dams,7990,29.9,0,0,53,74,33
Oct-05,329,Beaver Dams,7990,0,0,0,44,68,18
Nov-05,329,Beaver Dams,7990,2.5,0,0,37,60,14
Dec-05,329,Beaver Dams,7990,4.6,1,10,26,57,-7
Jan-06,329,Beaver Dams,7990,8,4.4,18,26,68,-1
Feb-06,329,Beaver Dams,7990,12.1,8.4,36,26,61,-4
Mar-06,329,Beaver Dams,7990,14.7,9.4,30,31,55,6
Apr-06,329,Beaver Dams,7990,18.5,12.2,36,41,64,12
May-06,329,Beaver Dams,7990,22.6,1.9,7,50,73,26
Jun-06,329,Beaver Dams,7990,22.8,0,0,59,80,34
Jul-06,329,Beaver Dams,7990,22.9,0,0,64,85,47
Aug-06,329,Beaver Dams,7990,24.1,0,0,60,79,39
Sep-06,329,Beaver Dams,7990,25.7,0,0,50,75,24
Oct-06,329,Beaver Dams,7990,0,0,0,40,65,19
Nov-06,329,Beaver Dams,7990,4.5,0,0,34,62,-11
Dec-06,329,Beaver Dams,7990,7,1.3,10,25,57,-4
Jan-07,329,Beaver Dams,7990,8.8,2.9,16,20,56,-14
Feb-07,329,Beaver Dams,7990,10,3.9,23,29,62,-2
Mar-07,329,Beaver Dams,7990,12.1,6.2,27,36,65,-7
Apr-07,329,Beaver Dams,7990,13.5,0.4,2,41,70,16
May-07,329,Beaver Dams,7990,15,0,0,49,72,26
Jun-07,329,Beaver Dams,7990,17.5,0,0,58,80,31
Jul-07,329,Beaver Dams,7990,18.5,0,0,65,85,47
Aug-07,329,Beaver Dams,7990,20.4,0,0,62,81,46
Sep-07,329,Beaver Dams,7990,22.4,0,0,53,80,19
Oct-07,329,Beaver Dams,7990,0,0,0,43,67,17
Nov-07,329,Beaver Dams,7990,2.2,0,0,36,60,9
Dec-07,329,Beaver Dams,7990,3.5,1.6,6,22,60,-7
Jan-08,329,Beaver Dams,7990,8.4,5.3,24,22,51,-12
Feb-08,329,Beaver Dams,7990,11.6,8.2,35,26,60,-1
Mar-08,329,Beaver Dams,7990,15.4,11.9,38,30,54,0
Apr-08,329,Beaver Dams,7990,16.7,10.7,31,36,64,13
May-08,329,Beaver Dams,7990,18,0.5,5,44,75,17
Jun-08,329,Beaver Dams,7990,20.6,0,0,56,78,31
Jul-08,329,Beaver Dams,7990,21.6,0,0,63,83,44
Aug-08,329,Beaver Dams,7990,23.2,0,0,62,83,42
Sep-08,329,Beaver Dams,7990,24.1,0,0,53,75,29
Oct-08,329,Beaver Dams,7990,0,0,0,43,72,12
Nov-08,329,Beaver Dams,7990,2,0,0,36,61,10
Dec-08,329,Beaver Dams,7990,3.9,0,0,25,54,-7
Jan-09,329,Beaver Dams,7990,6.6,3,14,28,59,-12
Feb-09,329,Beaver Dams,7990,9.9,5.2,19,29,65,3
Mar-09,329,Beaver Dams,7990,11.7,6.2,17,32,63,0
Apr-09,329,Beaver Dams,7990,14.4,5.4,17,38,65,15
May-09,329,Beaver Dams,7990,18.4,0,0,50,75,31
Jun-09,329,Beaver Dams,7990,20.6,0,0,53,77,32
Jul-09,329,Beaver Dams,7990,22.3,0,0,63,85,41
Aug-09,329,Beaver Dams,7990,22.9,0,0,60,84,36
Sep-09,329,Beaver Dams,7990,23.6,0,0,55,76,28
Oct-09,329,Beaver Dams,7990,0,0,0,38,67,15
Nov-09,329,Beaver Dams,7990,2,0.8,4,34,64,3
Dec-09,329,Beaver Dams,7990,3.5,1.3,4,21,57,-9
Jan-10,329,Beaver Dams,7990,7.2,5.6,30,28,53,5
Feb-10,329,Beaver Dams,7990,7.9,6.2,23,26,52,-1
Mar-10,329,Beaver Dams,7990,10.2,8.5,35,32,64,6
Apr-10,329,Beaver Dams,7990,13.5,9.5,31,37,65,15
May-10,329,Beaver Dams,7990,16.3,0.6,5,42,66,18
Jun-10,329,Beaver Dams,7990,20.1,0,0,56,80,30
Jul-10,329,Beaver Dams,7990,21.9,0,0,63,84,39
Aug-10,329,Beaver Dams,7990,23.5,0,0,60,80,37
Sep-10,329,Beaver Dams,7990,25.2,0,0,56,78,32
Oct-10,329,Beaver Dams,7990,0,0,0,44,76,16
Nov-10,329,Beaver Dams,7990,4.1,0,0,29,62,-12
Dec-10,329,Beaver Dams,7990,7.7,2.7,19,31,56,-9
Jan-11,329,Beaver Dams,7990,16.1,10,49,24,57,-14
Feb-11,329,Beaver Dams,7990,16.6,9.9,33,24,57,-23
Mar-11,329,Beaver Dams,7990,18.6,11.8,39,33,58,6
Apr-11,329,Beaver Dams,7990,21.5,13,36,36,61,9
May-11,329,Beaver Dams,7990,26.3,5.7,19,42,65,14
Jun-11,329,Beaver Dams,7990,31.4,0,0,54,78,29
Jul-11,329,Beaver Dams,7990,33.3,0,0,61,81,43
Aug-11,329,Beaver Dams,7990,35.5,0,0,62,80,44
Sep-11,329,Beaver Dams,7990,36.8,0,0,54,75,37
Oct-11,329,Beaver Dams,7990,0,0,0,43,70,17
Nov-11,329,Beaver Dams,7990,3.2,0,0,32,57,10
Dec-11,329,Beaver Dams,7990,5,1.3,6,24,57,-5
Jan-12,329,Beaver Dams,7990,6.4,2.8,11,28,60,-4
Feb-12,329,Beaver Dams,7990,8.6,4.7,21,27,51,2
Mar-12,329,Beaver Dams,7990,11.6,7.4,32,36,67,6
Apr-12,329,Beaver Dams,7990,13.2,1.8,8,42,69,17
May-12,329,Beaver Dams,7990,14.8,0,0,50,73,23
Jun-12,329,Beaver Dams,7990,14.9,0,0,59,82,27
Jul-12,329,Beaver Dams,7990,14.9,0,0,62,83,45
Aug-12,329,Beaver Dams,7990,17.4,0,0,62,82,47
Sep-12,329,Beaver Dams,7990,18.6,0,0,55,75,36
Oct-12,329,Beaver Dams,7990,0,0,0,43,68,12
Nov-12,329,Beaver Dams,7990,1.7,0,0,37,59,3
Dec-12,329,Beaver Dams,7990,3.1,0,0,26,53,-6
Jan-13,329,Beaver Dams,7990,7.7,4.4,24,21,63,-20
Feb-13,329,Beaver Dams,7990,10,6.6,24,23,62,-4
Mar-13,329,Beaver Dams,7990,12,8.9,30,34,65,4
Apr-13,329,Beaver Dams,7990,13.2,4,10,37,62,13
May-13,329,Beaver Dams,7990,16.2,0,0,47,72,20
Jun-13,329,Beaver Dams,7990,18.2,0,0,59,85,32
Jul-13,329,Beaver Dams,7990,18.3,0,0,64,85,48
Aug-13,329,Beaver Dams,7990,21.6,0,0,60,79,46
Sep-13,329,Beaver Dams,7990,24.3,0,0,52,75,25
Oct-13,329,Beaver Dams,7990,0,0,0,39,67,20
Nov-13,329,Beaver Dams,7990,3.4,0.4,2,34,61,11
Dec-13,329,Beaver Dams,7990,5,1,4,23,58,-12
Jan-14,329,Beaver Dams,7990,7,2.9,11,28,57,2
Feb-14,329,Beaver Dams,7990,8.5,4.5,19,30,55,-2
Mar-14,329,Beaver Dams,7990,11.1,6.9,23,34,62,8
Apr-14,329,Beaver Dams,7990,13.4,8,15,39,64,16
May-14,329,Beaver Dams,7990,15.4,0,0,48,74,21
Jun-14,329,Beaver Dams,7990,17.1,0,0,56,78,34
Jul-14,329,Beaver Dams,7990,17.4,0,0,63,84,42
Aug-14,329,Beaver Dams,7990,19.1,0,0,59,80,42
Sep-14,329,Beaver Dams,7990,21.5,0,0,56,77,35
Oct-14,329,Beaver Dams,7990,0,0,0,46,66,24
Nov-14,329,Beaver Dams,7990,0.9,0,0,33,61,3
Dec-14,329,Beaver Dams,7990,3.4,2,7,28,54,-3
Jan-15,329,Beaver Dams,7990,8.9,6.2,28,30,60,0
Feb-15,329,Beaver Dams,7990,10.3,7.1,23,33,62,11
Mar-15,329,Beaver Dams,7990,10.9,6.5,17,39,65,6
Apr-15,329,Beaver Dams,7990,11.5,0,0,39,64,15
May-15,329,Beaver Dams,7990,13.7,0,0,45,72,26
Jun-15,329,Beaver Dams,7990,17.5,0,0,61,85,38
Jul-15,329,Beaver Dams,7990,18.1,0,0,60,82,40
Aug-15,329,Beaver Dams,7990,19.4,0,0,61,81,43
Sep-15,329,Beaver Dams,7990,21.8,0,0,57,77,36
Oct-15,329,Beaver Dams,7990,0,0,0,47,73,28
Nov-15,329,Beaver Dams,7990,1.3,0,0,30,60,-1
Dec-15,329,Beaver Dams,7990,4.3,2.3,11,24,57,-6
Jan-16,329,Beaver Dams,7990,10.1,7.7,33,26,57,-2
Feb-16,329,Beaver Dams,7990,12.9,10,38,31,64,-3
Mar-16,329,Beaver Dams,7990,13.9,9.7,27,35,65,15
Apr-16,329,Beaver Dams,7990,15.9,9.2,19,40,64,20
May-16,329,Beaver Dams,7990,18.6,0.5,3,46,69,28
Jun-16,329,Beaver Dams,7990,20,0,0,61,84,37
Jul-16,329,Beaver Dams,7990,20.5,0,0,63,86,36
Aug-16,329,Beaver Dams,7990,21.2,0,0,61,80,42
Sep-16,329,Beaver Dams,7990,23.6,0,0,52,76,30
Oct-16,329,Beaver Dams,7990,0,0,0,47,67,24
Nov-16,329,Beaver Dams,7990,0.7,0,0,36,67,1
Dec-16,329,Beaver Dams,7990,4.5,3,18,25,64,-8
Jan-17,329,Beaver Dams,7990,8.2,5.5,22,25,54,-13
Feb-17,329,Beaver Dams,7990,13.1,10,34,32,64,-1
Mar-17,329,Beaver Dams,7990,14.5,9.2,32,38,67,5
Apr-17,329,Beaver Dams,7990,17.6,4.8,17,39,63,19
May-17,329,Beaver Dams,7990,20.6,0,0,48,71,23
Jun-17,329,Beaver Dams,7990,21.5,0,0,60,83,35
Jul-17,329,Beaver Dams,7990,21.8,0,0,64,84,45
Aug-17,329,Beaver Dams,7990,24.7,0,0,61,81,43
Sep-17,329,Beaver Dams,7990,25.7,0,0,51,82,24
Oct-17,329,Beaver Dams,7990,0,0,0,42,65,21
Nov-17,329,Beaver Dams,7990,0.2,0,0,39,63,6
Dec-17,329,Beaver Dams,7990,1,0,0,28,58,3
Jan-18,329,Beaver Dams,7990,1.8,1.2,6,31,59,-2
Feb-18,329,Beaver Dams,7990,3.3,3.5,13,27,50,-5
Mar-18,329,Beaver Dams,7990,5.2,5.7,23,32,57,1
Oct-78,330,Beaver Divide,8280,0,0,,,,
Nov-78,330,Beaver Divide,8280,0,0,,,,
Dec-78,330,Beaver Divide,8280,3.5,1.8,,,,
Jan-79,330,Beaver Divide,8280,6.6,4.7,,,,
Feb-79,330,Beaver Divide,8280,10.8,9.3,,,,
Mar-79,330,Beaver Divide,8280,14.2,11.9,,,,
Apr-79,330,Beaver Divide,8280,15.5,11.5,,,,
May-79,330,Beaver Divide,8280,17.3,0.9,,,,
Jun-79,330,Beaver Divide,8280,19.3,0,,,,
Jul-79,330,Beaver Divide,8280,19.6,0,,,,
Aug-79,330,Beaver Divide,8280,20.3,0,,,,
Sep-79,330,Beaver Divide,8280,21.1,0,,,,
Oct-79,330,Beaver Divide,8280,0,0,,,,
Nov-79,330,Beaver Divide,8280,1.6,0,,,,
Dec-79,330,Beaver Divide,8280,4,2.7,,,,
Jan-80,330,Beaver Divide,8280,4.9,3.9,,,,
Feb-80,330,Beaver Divide,8280,12.4,12,,,,
Mar-80,330,Beaver Divide,8280,18.1,17,,,,
Apr-80,330,Beaver Divide,8280,22,19.8,,,,
May-80,330,Beaver Divide,8280,24,3.6,,,,
Jun-80,330,Beaver Divide,8280,25.7,0,,,,
Jul-80,330,Beaver Divide,8280,27,0,,,,
Aug-80,330,Beaver Divide,8280,35.1,0,,,,
Sep-80,330,Beaver Divide,8280,38.7,0,,,,
Oct-80,330,Beaver Divide,8280,0,0,,,,
Nov-80,330,Beaver Divide,8280,3.3,0.7,,,,
Dec-80,330,Beaver Divide,8280,3.8,1,,,,
Jan-81,330,Beaver Divide,8280,6,1.9,,,,
Feb-81,330,Beaver Divide,8280,9.8,5.6,,,,
Mar-81,330,Beaver Divide,8280,10.4,5.8,,,,
Apr-81,330,Beaver Divide,8280,14,9.9,,,,
May-81,330,Beaver Divide,8280,16.9,0,,,,
Jun-81,330,Beaver Divide,8280,20.6,0,,,,
Jul-81,330,Beaver Divide,8280,21,0,,,,
Aug-81,330,Beaver Divide,8280,22,0,,,,
Sep-81,330,Beaver Divide,8280,22.5,0,,,,
Oct-81,330,Beaver Divide,8280,0,0,,,,
Nov-81,330,Beaver Divide,8280,5.3,0.7,,,,
Dec-81,330,Beaver Divide,8280,7.2,0.8,,,,
Jan-82,330,Beaver Divide,8280,13.8,6.5,,,,
Feb-82,330,Beaver Divide,8280,18.3,12,,,,
Mar-82,330,Beaver Divide,8280,20.3,13.8,,,,
Apr-82,330,Beaver Divide,8280,25.3,16.3,,,,
May-82,330,Beaver Divide,8280,28.2,6.3,,,,
Jun-82,330,Beaver Divide,8280,30.3,0,,,,
Jul-82,330,Beaver Divide,8280,31.4,0,,,,
Aug-82,330,Beaver Divide,8280,32.7,0,,,,
Sep-82,330,Beaver Divide,8280,34.3,0,,,,
Oct-82,330,Beaver Divide,8280,0,0.1,,,,
Nov-82,330,Beaver Divide,8280,2.2,0.9,,,,
Dec-82,330,Beaver Divide,8280,6.7,4.7,,,,
Jan-83,330,Beaver Divide,8280,8.6,5.9,,,,
Feb-83,330,Beaver Divide,8280,10,7.2,,,,
Mar-83,330,Beaver Divide,8280,14.3,10.5,,,,
Apr-83,330,Beaver Divide,8280,18.8,15.5,,,,
May-83,330,Beaver Divide,8280,22,14.1,,,,
Jun-83,330,Beaver Divide,8280,26.2,0,,,,
Jul-83,330,Beaver Divide,8280,27.1,0,,,,
Aug-83,330,Beaver Divide,8280,28.2,0,,,,
Sep-83,330,Beaver Divide,8280,33.4,0,,,,
Oct-83,330,Beaver Divide,8280,0,0,,,,
Nov-83,330,Beaver Divide,8280,2.1,0,,,,
Dec-83,330,Beaver Divide,8280,6.7,0.9,,,,
Jan-84,330,Beaver Divide,8280,15.8,8.5,,,,
Feb-84,330,Beaver Divide,8280,16.6,9.4,,,,
Mar-84,330,Beaver Divide,8280,17.3,10,,,,
Apr-84,330,Beaver Divide,8280,20.1,12.5,,,,
May-84,330,Beaver Divide,8280,24,7.8,,,,
